,날짜,리뷰,평점
1965,2019.11.16 12:37,짱입니다요플레미파솔,10
1966,2019.11.16 10:28,,10
1967,2019.11.16 02:59,너의 이름은과 스토리 라인은 비슷하다고 느껴졌지만 너의 이름은이 더 깔끔한 느낌이 남. 단 영상미 ost 등의 부분에서는 너의 이름은에 밀리지 않는다고 느꼈음. 일본 애니 특유의 씹덕감성과 약간의 개연성 없는 상황들이 몰입을 방해했지만 큰 문제라고 할 정도는 아니어서 나름 재밌게 볼만한 영화였다고 생각함. 8.5점정도 주고싶은데 8점아니면 9점이길래 반올림해서 9점줌 ,9
1968,2019.11.16 00:34,너의 이름은 보다 좋았다,10
1969,2019.11.15 23:43,충분히 재미있습니다! 볼만해요 한번쯤 보시는거 추천합니다.,10
1970,2019.11.15 23:05,전좋았습니다ㅎㅎㅎ 또보고싶어요,10
1971,2019.11.15 22:41,,10
1972,2019.11.15 21:35,빗방울이 떨어지는 장면이나 아스팔트에 물이 차는 장면이나 빛이 비추는 장면 과 같은 영상미는 일품.그리고 OST도 인정.하지만 중간에 불꽂놀이 장면에 뭔가 어색한 3D같이 표현한 부분은 작화의 옥의 티.스토리 계연성 드라마의 진행등은 별로였음.특히 남주가 왜 가출을 하게 되었는지 토쿄에 왜 비가 오게 되었는지 등의 설정에 대한 설명이 없어서 답답험.표현 방식도 극의 중간에 가사가 있는 노래가 나오다가 가사가 끊기고 격정적인 대사가 나온다던지 하는 것 등은 너의 이름은과 판박이라 신선할 것이 없었네요.중간에 15세 여주가 변태와 함께 모텔 들어갈려던 장면도 불필요해 보이는 불편한 장면이었네요. ,6
1973,2019.11.15 12:53,,10
1974,2019.11.15 12:52,영화관에서 봐야 하는 영화 나중에 볼거면 영화관에서 안보면 후회함,10
1975,2019.11.15 12:36,기대안하고보면 재밌습니다 너의이름은이 너무 잘나와서 ㅠ,10
1976,2019.11.14 23:52,"연출, 영상미, 음악 이 3개만으로도 충분히 이 점수 줄 만 하다고 생각함.",9
1977,2019.11.13 23:08,겨울 날씨도 따뜻해 질수있는 그런 영화이다.,10
1978,2019.11.11 16:46,정말 재미있게 봤어요??,10
1979,2019.11.11 01:16,"히나는 동생을 위해 생계때문에 거짓말로 나이를 속여서 일한다는게, 부모님 없이 지낸다는게 안타갑다 현실에 보여준것 같았다",10
1980,2019.11.10 03:13,ost는 너의이름은. 처럼 장난아니고 3D를 많이 써서 그런지 신카이 마코토의 영상미에 또한번 놀랍니다.,10
1981,2019.11.10 00:37,정말 보고 감동했던 영화. 영화가 끝나도 자리에서 일어나기 아쉬워서 끝날 때까지 앉아있었어요. 영화 감상평 볼 때 막 별로였다고 하는 사람들 있어서 보기 전에 걱정했는데. 그분들은 그냥 영화 안 본 게 아닐까 싶은.. 그리고 개연성 따지는 사람들 ㅠㅠ 왜 그래요ㅠㅠㅠ 개인적으로 되게 마음에 들었고 솔직히 인생 영화인 것 같아요.가끔 댓글을 보면 너무 쓸데없이 &#39;그럼 이건 왜 이런 건데?&#39;라며 따지는 분들이 많은데. 너무 쓸데없이 따지는 것 같아요.. 물론 제 개인적인 의견이지만.. 하여튼 꿀잼입니다. 보세요. 후회 안 할 거예요. ,10
1982,2019.11.09 17:52,별하나  체크하기도 아까움,2
1983,2019.11.08 23:16,히나 구하러 갈때 울컥했다. 스토리 개연성 같은거 묻어버릴 정도로 영상미 감동 충분함,10
1984,2019.11.08 12:15,OST와 화려한 영상으로 때우려고 하는 허술한 스토리. 스토리가 무엇을 얘기하고 싶은지 모르겠고 너무 산만함. 스토리에 집중 좀 해보려고 하면 보컬OST가 튀어나오고 그렇게 어물쩡 넘어가는 스토리를 보다보면 남주의 행동에 공감이 가질 않음. 신카이 감독이 일본에서 미야자키 하야오를 잇는 애니메이션의 대가라고 불린다고 들은 것 같은데 글쎄요.. 잘 모르겠습니다 ,2
1985,2019.11.06 11:50,더이상의 설명이 필요없다,10
1986,2019.11.06 05:52,,10
1987,2019.11.05 12:25,기대하고왔는데잘보고갑니다,10
1988,2019.11.05 02:12,이영화 내용이 없는거같음.. ost 좋음 작화만점 내용은 음...,4
1989,2019.11.05 00:05,"스토리,개연성은 평범했고 조금 부족한 감도 있었지만 ost와 화려한 작화로, 보는 눈과 귀가 즐거웠고 영상미는 소름이 돋을 정도였다.",10
1990,2019.11.05 00:01,"저는 굉장히 재미있게 봤어요!특히 끝부분 대사를 듣고 남주의 감정이 전달이 되서그 감정을 느끼고 슬펐고 스가씨도 그 감정을 아니까남주를 도와줬고요,또! 너의이름의 남주와 여주가 등장해서 신기했고좋았습니다.특히 히나가 비가 오지말라고 기도했을때 햇빛이비추어지면서 건물들이 색을 칠하는 것처럼 예뻤고물론 스토리는 너의이름이 좋았지만!그래도 날씨의 아이도 좋았어요! 특히 풍경이(*˙˘˙)♡ ",10
1991,2019.11.04 23:25,영상미만 좋았음,4
1992,2019.11.04 18:15,캐릭터들에게 감정이입이 잘 안되고 손발이 오글거려요뭔가 잘 본건지 잘 못 본건지 찝찝한 기분이 들어요너의 이름은은 5번 넘게 보고 신카이마코토 감독 전작들 다 재밌게 봤지만 날씨의 아이는 뭔가 좀 그렇네요연출이나 아름다운 영상미나 여운 있는 음악은 좋았어요 그 중 한 곡은 시달소 ost랑 흡사합니다그리고 상업성 때문인가 자꾸 여자애 가슴을 보여주는 씬이 있는데 혼모노가 아닌 머글들도 충분히 겨냥한 내용에 굳이 왜 그런 씬을 넣어야 했는지 잘 모르겠습니다내용 전개나 캐릭터성 부각에 전혀 필요하지 않게 느껴졌습니다이번 작은 좀 그랬지만 신카이마코토님의 차기작은 부디 좋은 각본으로 제작되기를 바랍니다 ,3
1993,2019.11.04 03:57,처음 볼 때에는 영상미에 감명받고 2번째에는 담긴 의미를 보게 되네요,10
1994,2019.11.04 00:19,"나는 개인적으로 스토리도 마음에 들었음. 용신, 하늘의 비밀? 같은 게 자세히 설명되지 않은 건 사실이지만 애초에 용신 같은거에 주목하라고 만든 이야기가 아님. 또 개인적으로 권총. 보면 알텐데 함축된 의미가 많음. 권총을 얻게 된 계기는 조금 개연성 없을 수 있지만 권총이 상징하는 바는 상당히 인상깊었음. ",10
1995,2019.11.03 17:59,고딩 조카와 같이 봤는데 조카가 레전드 라고 하니 10점 줍니다.,10
1996,2019.11.03 16:13,스토리 개별론데 영상미랑 ost좋음,2
1997,2019.11.03 01:06,너의 이름은 보다 훨씬 뛰어난 작화수준 그리고 뭔가 애절함이 있는 로맨스까지 정말 볼만한 애니메이션입니다. 개인적으로 너의 이름은 보다 두 배 이상 평점을 높이 주고 싶은 작품입니다. 스토리에 대해서는 말이 많지만 화려한 영상미만 봐도 입장료가 아깝지 않은 작품입니다. ,10
1998,2019.11.02 22:24,너의이름은 같은 명작은 절대 나오지 않는다...,2
1999,2019.11.02 14:08,마지막 도쿄침몰해서 이시국에 봐도 됩니다 ㅎ ㅎ,10
2000,2019.11.01 12:31,"영상미 OST는 당연히 최고였으며, 스토리는 '너의 이름은'이 역대급이어서 그에 비하여 별로였지 스토리도 최고였습니다. 일본영화 특유의 여운이 남아서 저는 한 번 더 보러 갈 생각입니다.",10
2001,2019.11.01 11:34,혼자 보는데 하다카가 히나를 위해 달리는 장면에서 왠지 눈물이 났다.,10
2002,2019.11.01 10:27,날씨라는소재가좋았다. 영상이너무아름답고 감독의메세지도와닿는다 . 신카이마코도감독의영화를보고나면순수해진다 그도순수함과소중함을아는감독일거다   소중한것을간직하고싶은 기분이다,9
2003,2019.11.01 08:48,눈 앞에서 믿을 수 없을만큼 짧은 시간동안 사계절이 흘러간다 해도 나는 그 시간에 너를 바라볼거야,8
2004,2019.11.01 07:13,스토리가 전개되는건 확실히 부족함과 아쉬움이 남는 영화. 하지만 진행되는 장면 하나하나에 담긴 작가가 전달하고자 하는 의미를 알게 된다면 수많은 감동을 느낄 수 있는 영화. OST와 작화는 당연히 최고. 스토리가 진행되면서 느낀 아쉬움을 꼭 후속작을 통해 풀어야 하는 영화. 그렇지만 꼭 추천하는 영화. ,9
2005,2019.11.01 07:06,차기작도 기대하겠습니다.,8
2006,2019.11.01 04:13,"너의 이름은과 같은 전개방식, 같은 감정선그러다보니 너의이름은이 겹쳐보이다보니 자꾸 의식하게 된다 그 것만 신경 안 쓰고 봤으면 더 재밌게 봤을듯... 그리고 떡밥회수 떡밥떡밥하시는데 그거는 영화를 어떻게 보느냐에 따라 다른 것 같네요 전 굳이? 영화가 주려는 메세지의 초점은 떡밥이나 가출이유는 아닌 것 같네요 ",8
2007,2019.11.01 02:20,영상미하고 노래만 좋은듯굳이 주인공이 가출한 이유도 모르겠고 중2병 걸린 남자애가 민폐 끼치는 내용인거 같아서 스토리 동감은 안가요,4
2008,2019.10.31 23:26,솔직히 너의이름은 때문에 신카이 마코토꺼 영화 봤는데 재미라곤 1도없더라,4
2009,2019.10.31 22:34,영상미의 감동신카이 감독님의 자연에 대한 관찰력에 감탄했습니다 스토리도 나쁘지 않네요(스토리는 영상을 감상하기위한 도구일 뿐이잖아요),10
2010,2019.10.31 22:26,날씨라는 소재가 재밌는 것 같아요~~,10
2011,2019.10.31 22:24,"""너 방금 내 가슴 봤지 !""",10
2012,2019.10.31 22:24,이걸 만화말고 실제배우들이 직접연기했으면 더 좋겟능뎅,10
2013,2019.10.31 21:47,어렵다... 한 번 더 봐야지,10
2014,2019.10.31 21:44,먼가 조커보다 범죄농도가 짙은데ㄱㅋㅋ작화가 너무 예뻐서 좋았음 스토리는 제쳐두고,10
2015,2019.10.31 21:37,역시재미있네요.. 다른곳에선 못느끼는 딱 그 감성,10
2016,2019.10.31 20:45,마지막 하이라이트 씬만큼은 너의 이름은을 압도했다고 생각함,8
2017,2019.10.31 20:32,"너무 많은 이야기를 담고자 해서 두마리 토끼를 모두 놓친 것 같다. 총이라는 요소가 젊은 세대가 기성세대에게 표현할 수 있는 방법이 총같이 극단적인 방법이 아니라면 닿지않는다 라던가. 히나의 쵸커가 그런 책임감에서 벗어났다라던가. 그저 히나를 다시 만나러 가겠다는(살아감) 것을 막아서는 어른들(기성세대가 젊은 세대에게 주는 책임감)에게서 저항한다는 것이라던가. 다 영화를 한 번만 보고서, 혹은 영화의 해석을 보지 않으면 이해할 수가 없다. 조연들의 이야기를 풀어내지 않기도 했고. 기자의 속 스토리. 히나의 의젓함과 어머니와의 사별. 주인공이 섬에서 가출하게 된 배경. 그 아무것도 부연설명이 되지않아서 잡탕만 된 듯 하다..영상미에 걸맞지 못한 스토리와 부연설명.. ",4
2018,2019.10.31 16:06,마코토 센세 돌려내 나쁜 자식아 ㅠㅜ,1
2019,2019.10.31 15:32,감독의 전작 너의 이름은에 비해서 너무나 퇴보한 개연성과 스토리 텔링.. 맥거핀은 또 뭐가 이렇게 많은지.. 영상미 하나 덕분에 4점.,4
2020,2019.10.30 15:03,마지막 도쿄의 침몰이 최대 해피엔딩,10
2021,2019.10.30 12:19,뭘 말하고 싶었던 건지 모르겠음. 노래도 뜬금없고 내용도 뜬금없고 남는건 영상미뿐.,4
2022,2019.11.16 10:32,진짜로 작화랑 ost가 너무 아까운 영화인듯 작화랑 ost에 힘을 너무 써서 스토리를 산으로 보낸건가 싶기도 하고 ..,6
2023,2019.11.16 05:30,스토리가 조금 아쉬웠다,10
2024,2019.11.15 01:57,감정이입이 잘되서 좋았음 ost와 작화는 말 할것도 없이 훌륭했음,10
2025,2019.11.15 00:53,진짜 항상느끼지만 대단하다,10
2026,2019.11.14 00:20,관좀 늘려줘 제발제발 수능끝나고 역주행ㅇㅇ,10
2027,2019.11.13 20:51,"영상미와 ost 아니였음 완전한 망작. 물론 전개성과 개연성에서는 이미 망작. 주인공 가출이유, 용과 하늘에 대한 전설, 특별한 능력이 없었음에도 여주를 살릴 수 있었던 이유등등 회수되지 않은 많은 떡밥.총은 아직까...",5
2028,2019.11.13 20:23,신카이 마코토의 전 작을 다 본 사람으로서 기대하고 봤는데 실망 .. 극장에서 보는 내내 오글거리고 어이가 없어서 웃었음,2
2029,2019.11.12 09:38,"영상미는 좋은데, 개연성이 떨어지는 플롯들에 의해 점점 지루해진다. 특히 돈 받고 날씨 맑게하다가 하늘과 이어주는 무희의 사명을 알게 되고, 하늘로 갔다가 다시오는 장면.. 아니, 그러니까 하늘이 비만 내리는 이유는 무엇이며, 개인의 사소한 행복을 위해 날씨를 바꾸는 건은 용인 되는 이유는 뭐냐고?.. 마지막 16살 남자가 총으로 위협하는 장면과 초딩의 슬라이딩에 넘어지는 경찰의 모습은 내 티켓 구입한 돈마저 아깝게 만들었다. ",8
2030,2019.11.11 13:40,영 취향아님  재미도 감동도 없음,2
2031,2019.11.10 04:01,"일본의 현대사를 짧게 말해주는듯했음.~50년대, 제국주의 군부독재 (몇백년 전에도 도쿄엔 물에 잠겨있었다)60~80년대, 자유, 경제성장기 (인간의 노력으로 육지를 만든 시절)90년대~현재, 과도기, 정치언론탄압 (또 다시 도쿄가 잠김)비: 부패, 비리맑음: 젊은 이들의 희망현재 잠긴도시: 젊은 이들이 외면,받아들임/언론탄압 등 ",10
2032,2019.11.09 22:24,극장에서 꿀잠 자다옴..ㅠ,2
2033,2019.11.08 20:35,영상만 예쁘네요...굳이 영화 보지 말고 짤로보셍?ㄷ,2
2034,2019.11.08 17:02,신카이 마코토 작품치고 정말 별로였다,3
2035,2019.11.06 20:33,1.개연성이 없음 2.권총이 왜 나온지 모르겠음 뭘 보여주고 싶은지는 알겠으나 망함 3. 하늘에 용은 장식임 멋있기만함 4. OST 2시간동안 듣는 기분 5.너의 이름은 캐릭터 등장 이부분또한 이유없음6.남자주인공 배경 왜 집을 나온지 이유설명 1도없음7. 갑자기 3년후 영화중 갑자기 시간이 흘름 ,3
2036,2019.11.06 08:08,도쿄가 글쌔 물 아래에 가라 앉아요. ㅎㅎ,10
2037,2019.11.05 13:02,개인적으로 너의이름은 보다 재밌게 봤습니다,10
2038,2019.11.03 19:07,중2병이 불러온 대참사...,3
2039,2019.11.03 17:05,이영화가 예매 3위라니.. 오덕들의 선택적 불매운동인가?? 노이해,1
2040,2019.11.02 15:00,"도쿄가 원래 침수지대라서 수몰 방관이 합리화되면, 그녀도 원래 희생양일 운명이니 놔주는게 이치지. 하나는 팔자고 하나는 극복이라니 이런 내로남불!",1
2041,2019.11.02 02:31,"아무리 애니여도그렇지 스토리, 개연성이 산으로가다못해 토성까지날아갔고 그럼에도 불구하고 영상미와 ost가 좋다며 호평을 남기는 오덕들의 평점낚시를 조심하십시오",2
2042,2019.11.01 10:43,"개연성? 어쩌면 우리의 잃어버린 동심을 찾아야 하지 않을까..그냥 영화보면서 마음이 따뜻해졌음. 작가가 관객에게 좋은 메세지를 명확하게 전달 못한건 사실이지만 확실히 이해하고 메세지를 전달 받으면 정말 좋은 영화인걸 다시 확인하게 해줌. 어른들은 아이들의 동심을 이해못해주는듯이 관객이 스토리를 너무 현실적으로 보려고함. 신카이 마코토 대단하다.개인적으로 너의이름보다 메세지가 더 울렸음, 단지 비라는 잔잔한 매개체를 이렇게 크게 만들려고 하는데에서 관객이 이해는 못 할 수도 있지만,진짜 메세지를 전달받았다면 그건 영화를 본 사람에게 큰 위로가 되는 영화가 됨. ",10
2043,2019.10.31 23:33,솔직히 연출이랑 작화가 매우 좋았고 영화 본 시간이 아깝지 않음.,10
2044,2019.10.31 22:08,스토리는 평범합니다 하지면 영상미와 그리고 극의 긴장감을 계속 유지하는 텐션 너의 이름은 이후로 대단합니다. 눈물나도록 감동적입니다,10
2045,2019.10.31 21:31,아 진짜 감정이입많이 했으면 울었을뻔했어요..ㅠㅠ 진짜 전 엄청 만족했습니다!너의이름은이랑 장면이 비슷하게? 겹치는게 진짜 워어.. 내용 오져요 한정판 굿즈도 챙겼답니다!,10
2046,2019.10.31 10:14,영상미와 OST가 뛰어난 2시간짜리 사춘기 남자애의 의식의 흐름에 따른 독백... 그래서 감독은 뭘 말하겠다는 것인가? 나와 그녀 빼고 모두가 불행해져도 우리만 행복하면 다다? 휴... 이 정도 수준의 스토리에 너무나 안타까운 영상미와 음악이었다... ,2
2047,2019.10.30 22:34,자기복제와 자뻑이 불러온 대참사,2
2048,2019.10.30 16:18,"9월달에 일본에서도 우연히 보게 되었고, 메가박스 시샤회에 당첨되서 월요일에도 보고, 어제 CGV 시사회에서도 한 번 더 봤습니다! 일단 영상미가 너무 이쁘고 그림체도 너무 좋았어요! 그리고 스토리도 개연성 있다고 생각했고! 성우분들도 너무 좋았고! OST도 너무 좋았어요! 여러 교훈들도 드러나는 저에게는 너의 이름은 보다 인상 깊었던 영화 였습니다! ",10
2049,2019.10.30 15:57,음 어떤놈이 자기 일본에서 봐다는 사기글 올려서 낚일번 해쓰나 역시나 내가 봐야 진짜지 이번작은 높은 점수는 못주나 이번작은 가능성은 봐다 일안 불꽃놀이로 신카이 마코토의 색상에 대한 미의식은 좋다고 느껴고 오토바이 질주에서 스피드한 영상 부분은 전에 없던거라 기대할수 있게다 느껴다 역시 애니 1.5세대에서 가장 잘맞는 감독 같아 생각할거리도 하나씩 던져주고 다음작  나오면 또 보로 가야지다음작은 역작을 부탁드립니다 꼭 보로 갑니다 ,10
2050,2019.10.30 15:50,초속 5센티미터로 걸어가던 소녀는 구름의 저편에서 별의 목소리에 이끌린다 별을 쫒는 아이는 언어의 정원에 다다르고 곧 누군가의 시선을 느낀다 날씨의 아이가 나타나 나즈막한 목소리로 너의 이름을 묻는다..,10
2051,2019.11.16 11:15,호불호 많이 갈리는 영화지만 난 개인적으로 영화 좋았음 폭죽놀이 때 지림 안타깝게도 스토리는 개,9
2052,2019.11.15 20:54,"한 마디로 원전으로 망해버린 일본에게 바치는 헌사.원전 사고는 누구의 잘못도 아니고, 누구 한명의 희생으로 되돌릴 수 없으며, 그렇게 영원히 망해버렸을지라도, 여전히 모두는 계속 살아가며,그렇기에 희망이 있으니 함께 화이팅하자는 의미를 담고 있음. ",6
2053,2019.11.15 01:08,반일감정 빼고 봐이게 진짜다,10
2054,2019.11.15 00:32,마지막장면 호다카랑 히나 만나는 부분에서 괜찮아는 레전드...,10
2055,2019.11.13 19:19,스토리를 처음부터 끝까지 보면 가출을 한 남주가 도쿄로 가는 배에서 비를 맞습니다(비 맞는걸 좋아 하나봐요). 그러다가 배가 흔들려 주인공이 떨어질 뻔 한 것을 스가가 살려 줍니다. 남주는 도쿄에 와서 돈이 좀 떨어...,10
2056,2019.11.10 10:01,이게뭐지??스토리가 빠져들기엔 쫌  애매합니다기대가 너무 컸나요에혀,2
2057,2019.11.08 00:59,평이 별로 안좋길래 기대 안하고 갔는데 생각보다 너무 괜찮게 봤습니다,10
2058,2019.11.06 21:58,작화만 끝내줬다 스토리는 글쎄...,4
2059,2019.11.06 10:43,너의이름은이낫다 좋아요 날씨의아이가낫다 안좋아요,5
2060,2019.11.06 08:27,여자친구랑같이보고왔는데 저희는 너의이름은보다는 재밌었다고 생각해요ㅋㅋㅋ영상미랑ost 대박스토리도감동적이고 동화같은이야기라고 생각하면 딱히개연성을 신경안써도되더라구요,10
2061,2019.11.05 09:06,연출과 OST가 잘 어울려 좋았습니다.,10
2062,2019.11.05 09:01,날씨의 아이를 보고왔습니다...어땠냐고요???..어렸을때 진짜 목숨걸정도로 좋아하던거 없었던 사람은 이해못할 그런 영화...뭐 그런사람 많보이네...,10
2063,2019.11.01 08:39,작화 ost 영상미 연출만으로 만원이 아깝지 않았습니다.,10
2064,2019.10.31 21:57,빛의마술사ㅠ맞음 역시 연출볼려고 보는애니 그런데 우리는 이제 일본을 적대해서는 안됩니다. 그들은 장전을 하지않아도 발사가능한 권총을 제작했으며 심지어 장전된 총을 던지거니 충격을 주어도 방아쇠를 당기기전엔 발사되지 ...,10
2065,2019.10.31 20:43,역시 스토리 짜맞추기. 일본은 영화든 애니든 현실이든 무조건 다 짜 맞추기다. 일단 이야기만 되는것 같으면 진실이 되는 세상. 하긴 애니를 영화처럼 보면 안되지만 너무 심함,1
2066,2019.10.31 01:28,개노잼 ost빼고 봐줄게업ㄹ네,1
2067,2019.10.30 09:36,'일본식 애니메이션의 정점'저세상 영상미와 후반부로 갈수록 미친듯이 몰아치는 벅찬 감정들..바로 이러한 것들이 내가 신카이 마코토의 애니메이션을 좋아할 수 밖에 없는 이유이다.,10
2068,2019.11.13 22:07,스토리 개연성 완전 실망스러워요..,1
2069,2019.11.04 20:12,영상미와 음악은 조은데 스토리 전개가 이상해서 메불메 마니 갈립니다.,1
2070,2019.11.04 08:22,스토리가 약하다지루함,1
2071,2019.10.31 22:36,시간 낭비. 납득이 안 되는 공감과 감동 쥐어짜기.,4
2072,2019.10.31 21:54,신카이 마코토 최고입니다~!,10
2073,2019.10.31 21:40,"말레피센트 망함, 날씨의아이 망함;   겨울왕국 망하면 영화 안본다 이제",2
2074,2019.10.31 10:03,이 시국에 쪽빠리 새뤼들꺼를 본다고~~~??!!@,2
2075,2019.11.05 00:06,평점1점드렸어요...,1
2076,2019.11.04 18:18,별점1점도아깝다 떡밥회수 1도안하고 신비주의 ㅇㅈ1ㄹ,1
2077,2019.11.04 15:56,"작품의 스토리라는 것은 그것을 감상하는 사람들에게 하여금 공감을 얻고 그 공감을 통해 감동을 느끼는 것인데 정말 공감 1도 안 가는 작품이였음. 권총 파밍까지는 좋단 말이야. 근데 테러리스트에 대한 떡밥, 양아치한테...",2
2078,2019.10.31 22:25,...아?으음~~비추,2
2079,2019.10.31 21:43,개연성 1도 없음  ㄱ ㅂ 1ㅅ 영화,2
2080,2019.11.04 19:28,이토록 멍청한 영화는 살면서 다시 볼 일 없으면 좋겠다. 이 영화를 제물로 바쳐서 다시 영화계가 맑아졌으면.,1
2081,2019.11.01 02:43,"일본 문화의 한계를 여실히 보여주네요.. 새로울 것도 없고, 임팩트는 더더욱 없습니다. 그들 세계상에 갇혀 빠져나오지 못하는 일본인들 모습을 그대로 보여주는 것 같아 씁쓸함을 느끼며 영화관을 나섰습니다..",4
2082,2019.10.31 11:36,이시기에  일본영화가  왜 들어옵니까?,2
2083,2019.11.01 00:09,불매운동!!!!독립운동가들을 위해 불매합시다...!!,1
2084,2019.10.31 12:17,"이 영화를 상영하고, 관람하고 있다는 현실이 슬프다.",1
2085,2019.11.04 19:19,이시국에 일본산 애니메이션 영화보는 오타쿠들 수준봐라 역겹닼ㅋㅋㅋ,1
2086,2019.11.05 08:53,"오타쿠들의 자기만족을위한영화애초에 갈등이라곤 찾아볼수없는 주인공에 쓸모없는경찰,쓸모없는사람들 GTA같은세상만들어놓고 세상은 원래미쳐있었다고 정신승리주인공이랑 히로인보고 헉헉대는것말고 어디에 작품성이있나",1
2087,2020.06.11 01:27,다들 영상미만 평가할지 모르겠지만 이번엔좀더 진지하지 않았을까? 요즘의 매일이 다가올 미래일지도 모른 감상평...,10
2088,2020.06.10 20:40,비오는걸 개인적으로 별로 안좋아했은데....  비가와도 괞찮다는 생각을 해봤다,9
2089,2020.06.10 19:09,영화를 보고 들으면서 여운이 가시지 않네요,10
2090,2020.06.10 17:05,나는 정말로 재밌었다.,10
2091,2020.06.10 16:08,아름다운 영상미,7
2092,2020.06.10 07:48,더빙으로 보았습니다! 성우님들의 연기는 말할 것이 없고 감동 그 자체였어요ㅠㅠ영상미와 ost는 장면에 딱 들어맞다 못해 소름돋고 감동을 극대화 시켜주네요ㅠㅠ역시 신카이 마코토 작가님...스토리는 다소 부족하다는 평이...,10
2093,2020.06.10 06:39,전 너무 재밋게 봣어요호불호 너무 갈리길래 걱정햇는데 최고였습니다.,10
2094,2020.06.10 04:36,영웅주의에 대해 비판적으로 바라보는 영화.대를 위한 개인의 희생보다 주인공들의 행복을 찾아간다는 점이 너무도 와닿았습니다.개인적으로 전작인 너의 이름은 보다 훨씬 재미있게 뽰습니다.,10
2095,2020.06.10 00:35,,10
2096,2020.06.09 21:28,첨엔 몰랐는데 볼수록 띵작,10
2097,2020.06.09 18:10,재미있게 잘봤네요. ^^,10
2098,2020.06.09 16:18,너무좋다 여운이 가시질않아,10
2099,2020.06.09 16:18,각 각 나라에 대한 초심 이야기,10
2100,2020.06.09 12:45,재밌게봤습니당,10
2101,2020.06.08 23:30,너의이름은도 영상미가 좋았는데 날씨의 아이도 좋네요 호불호가 있다고하지만 저는 갓호입니다 ost나 스토리나 영상미나  너의이름은 보다 더재미나게 본거같습니다,10
2102,2020.06.08 22:47,진짜 진짜 대작이고 영화를 추천한다면 이걸 추천할것같아요 보는내내 울었고 진짜 보시면 진짜 이걸 말로 표현할수없는데 진짜 한번 보세요 후회 절대로 안해요 와,10
2103,2020.06.08 20:50,"보면서 개연성이나 스토리쪽에서는 실망하시는 분들이 대부분이였고 저도 그런점을 느끼긴 느꼈습니다 너무 내용을 압축한 느낌이였어요.하지만 OST,영상미들은 너무 좋았습니다.그 외에도 제 주관적인 생각이지만 영화에서 일본...",9
2104,2020.06.08 16:03,그냥 친구 따라서 보러간 영화인데 생각보다 괜찮았습니다..ㅋㅋㅋ 무슨 영화든 더빙판은 거의 안 보려하고 애니도 별 관심없는 편인데 이 영화는 더빙 괜찮았던거 같고 OST도 좋았습니다... 다만 스토리가..ㅠㅠ 하지만 별 생각없이 보러간 영화치곤 좀 만족스러웠던 영화였습니다. 영화 보시려는 분은 보세요.. 생각보다 만족스러웠습니다ㅋㅋ ,8
2105,2020.06.08 11:50,에니메이션 영상미의 극한.,9
2106,2020.06.08 10:26,진짜 보고 여운 오졌음 스토리는 솔직히 너의 이름은 못따라 잡는데 걍 작화랑 ost가 다 커버함 진짜 작화가 너무 오짐 연출이랑 ㅋㅋ,10
2107,2020.06.08 09:38,"U+ 11,000원 결재해서봄작화, 연출, OST 다 좋음 스토리는 일부러 이렇게 만들어 놓은듯",8
2108,2020.06.07 23:17,,10
2109,2020.06.07 23:11,잼슴잼슴잼슴잼슴잼슴,10
2110,2020.06.07 21:18,감동과재미잇엇습니다,10
2111,2020.06.07 19:52,더빙성우분들 연기 정말 잘하시구요... 감동이였습니다 진짜재밌어요 너의 이름은보다 조~~금 덜 명작이였지만 진짜 이것도 재밌습니다!  잘봤습니다,10
2112,2020.06.07 18:05,행복하다 해피엔딩 조으다,10
2113,2020.06.07 16:22,잘 봤습니다.,8
2114,2020.06.07 15:50,최고! 정말 감동적인 작품이었다.,10
2115,2020.06.07 14:51,"날씨를 표현할수 있는 가장 아름다운 장면과 스토리개인적으로 너의 이름은 보다 더 몽환적이고 섬세한 작화를 보여준것 같아 좋았다, 조금은 예민할 수 있는 사회적인 문제를 꺼내 풀어낸 이야기도 어색하지 않고 공감이 많이 되었다, 비가 올때면 어디선가 히나와 호다카가 햇빛이 뜨기를 간절히 기도하고 있을것만 같아 가슴이 먹먹해진다, ",10
2116,2020.06.07 14:09,봐도봐도 또 보고싶은 영화,10
2117,2020.06.07 13:56,영상미 효과음 ost가 너무 압도적이여서 그것만으로 볼이유가 충분하다,8
2118,2020.06.07 13:44,,10
2119,2020.06.07 01:12,저는 그 소년과 소녀가 이 답답한 사회에서 자신들의 힘으로 돈을 벌고 생계를 유지하여 청소년들도 할 수 있다 라는 것 표현한 것과 권총이 사회에 대한 불만을 표현한것같아서 마음에 들었습ㄴ니다.그리고 저는 굉장히 이런 ost를 좋아하기 때문에 몰입이 잘 됬던것 같습니다. ,9
2120,2020.06.06 23:47,너의 이름은 에서 스토리만 별로인 느낌,8
2121,2020.06.06 21:51,갠적으로 너의 이름은보다 훨씬 잼있게 봄. 오글거림을 연출로 눌러버림.,9
2122,2020.06.06 19:40,"상당히 잘 만든 영화.하지만, 전작인 “너의 이름은”을 의식했는지,인물 구성과 플롯, 기승전결 등이 너무나 비슷해서 아쉬움이 남는 영화.",8
2123,2020.06.06 15:43,영상미는 원래 믿고보고 애니메에 철학을 담는 능력에 박수를..,9
